state,name,college_readiness_score,tested_ap,passed_ap,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient
New York,Patchogue-Medford Union Free School District,22.9,29%,20.90%,3.1,93%,7%,3.4,95%,5%
New York,Pavilion Central School District,N/A,N/A,N/A,3.2,94%,6%,3.4,98%,2%
New York,Pawling Central School District,39.8,50%,36.50%,3.1,93%,7%,3.4,93%,7%
New York,Pearl River Union Free School District,45.5,57%,41.80%,3.5,100%,0%,3.6,100%,0%
New York,Peekskill City School District,24.2,38%,19.70%,2.9,85%,15%,3.1,88%,12%
New York,Pelham Union Free School District,60.5,64%,59.20%,3.5,99%,1%,3.7,99%,1%
New York,Pembroke Central School District,32.9,58%,24.70%,3.2,96%,4%,3.3,96%,4%
New York,Penfield Central School District,44.2,50%,42.20%,3.5,98%,2%,3.7,99%,1%
New York,Penn Yan Central School District,8.8,12%,7.90%,3.1,96%,4%,3.3,99%,1%
New York,Perry Central School District,N/A,N/A,N/A,3.2,97%,3%,3.3,97%,3%
New York,Peru Central School District,15.1,19%,13.90%,3.1,95%,5%,3.5,95%,5%
New York,Phelps-Clifton Springs Central School District,26.6,43%,21.10%,3.2,93%,7%,3.4,94%,6%
New York,Phoenix Central School District,9.9,15%,8.30%,3,90%,10%,3.5,94%,6%
New York,Pine Bush Central School District,20.4,26%,18.60%,3.2,92%,8%,3.5,95%,5%
New York,Pine Plains Central School District,14.4,21%,12.20%,3.1,96%,4%,3.3,98%,2%
New York,Pine Valley Central School District (South Dayton),N/A,N/A,N/A,3.2,92%,8%,3.5,98%,2%
New York,Pittsford Central School District,78.9,86%,76.50%,3.7,100%,0%,3.9,100%,0%
New York,Plainedge Union Free School District,32.8,40%,30.40%,3.4,97%,3%,3.6,98%,2%
New York,Plainview-Old Bethpage Central School District,55.2,63%,52.70%,3.6,100%,0%,3.8,100%,0%
New York,Plattsburgh City School District,19,21%,18.20%,3.1,94%,6%,3.3,94%,6%
New York,Pleasantville Union Free School District,71.9,76%,70.60%,3.6,97%,3%,3.8,100%,0%
New York,Poland Central School District,N/A,N/A,N/A,3.1,91%,9%,3.3,90%,10%
New York,Port Byron Central School District,11.8,24%,7.90%,3.1,92%,8%,3.3,92%,8%
New York,Port Chester-Rye Union Free School District,31.8,40%,29.20%,3,93%,7%,3.2,94%,6%
New York,Port Jefferson Union Free School District,51,61%,47.50%,3.5,99%,1%,3.7,100%,0%
New York,Port Jervis City School District,10,16%,8.00%,2.9,84%,16%,3.4,95%,5%
New York,Port Washington Union Free School District,60.5,68%,58.10%,3.5,97%,3%,3.7,99%,1%
New York,Portville Central School District,N/A,N/A,N/A,3.1,97%,3%,3.5,95%,5%
New York,Potsdam Central School District,28.3,39%,24.80%,3.4,99%,1%,3.6,99%,1%
New York,Poughkeepsie City School District,11.2,20%,8.30%,2.7,80%,20%,3,86%,14%
New York,Prattsburgh Central School District,N/A,N/A,N/A,3.4,97%,3%,3.4,97%,3%
New York,Pulaski Central School District,N/A,N/A,N/A,3.2,95%,5%,3.5,97%,3%
New York,Putnam Valley Central School District,31,52%,24.10%,3.3,96%,4%,3.5,97%,3%
New York,Queensbury Union Free School District,27,38%,23.40%,3.2,93%,7%,3.5,95%,5%
New York,Ramapo Central School District (Suffern),32.4,38%,30.40%,3.3,97%,3%,3.5,97%,3%
New York,Randolph Central School District,N/A,N/A,N/A,3.2,94%,6%,3.5,98%,2%
New York,Ravena-Coeymans-Selkirk Central School District,19,26%,16.80%,3.1,95%,5%,3.3,95%,5%
New York,Red Creek Central School District,N/A,N/A,N/A,3.1,92%,8%,3.1,87%,13%
New York,Red Hook Central School District,41.6,48%,39.50%,3.5,98%,2%,3.7,100%,0%
New York,Remsen Central School District,18.9,27%,16.20%,3,88%,12%,3.6,100%,0%
New York,Renaissance Charter School (The),41.7,73%,31.30%,2.9,88%,12%,3.3,100%,0%
New York,Rensselaer City School District,N/A,N/A,N/A,3,87%,13%,3.2,88%,12%
New York,Rhinebeck Central School District,52.1,55%,51.00%,3.5,96%,4%,3.5,95%,5%
New York,Richfield Springs Central School District,N/A,N/A,N/A,3,87%,13%,3.3,98%,2%
New York,Ripley Central School District,N/A,N/A,N/A,3.1,100%,0%,3.4,100%,0%
New York,Riverhead Central School District,22.5,38%,17.40%,3.1,91%,9%,3.4,95%,5%
New York,Rochester Academy Charter School,N/A,N/A,N/A,3,100%,0%,3.1,95%,5%
New York,Rochester City School District,14,44%,4.10%,2.6,74%,26%,2.9,84%,16%
New York,Rockville Centre Union Free School District,71.8,76%,70.50%,3.6,100%,0%,3.7,100%,0%
New York,Rocky Point Union Free School District,28.6,37%,25.90%,3.1,94%,6%,3.6,97%,3%
New York,Rome City School District,13.6,32%,7.40%,2.9,86%,14%,3.4,94%,6%
New York,Romulus Central School District,28.7,48%,22.20%,3,94%,6%,3.5,97%,3%
New York,Rondout Valley Central School District,21,29%,18.50%,3.1,89%,11%,3.3,91%,9%
New York,Roosevelt Union Free School District,14,33%,7.80%,2.6,73%,27%,3,87%,13%
New York,Roscoe Central School District,N/A,N/A,N/A,3.3,100%,0%,3.4,100%,0%
New York,Roslyn Union Free School District,58.8,63%,57.30%,3.6,97%,3%,3.8,99%,1%
New York,Rotterdam-Mohonasen Central School District,14.9,22%,12.50%,3.3,95%,5%,3.4,96%,4%
New York,Roxbury Central School District,N/A,N/A,N/A,3.3,95%,5%,3.1,95%,5%
New York,Royalton-Hartland Central School District,17.6,26%,14.80%,3.2,96%,4%,3.3,95%,5%
New York,Rush-Henrietta Central School District,36.7,44%,34.30%,3.3,97%,3%,3.5,96%,4%
New York,Rye City School District,83.2,87%,81.70%,3.6,99%,1%,3.8,98%,2%
New York,Rye Neck Union Free School District,60.9,68%,58.60%,3.5,99%,1%,3.8,99%,1%
New York,Sachem Central School District,28.1,34%,25.90%,3.3,97%,3%,3.6,97%,3%
New York,Sackets Harbor Central School District,N/A,N/A,N/A,3.2,97%,3%,3.6,92%,8%
New York,Sag Harbor Union Free School District,51.6,62%,48.10%,3.3,95%,5%,3.4,94%,6%
New York,Saint Johnsville Central School District,N/A,N/A,N/A,3.2,100%,0%,3.4,100%,0%
New York,Saint Regis Falls Central School District,N/A,N/A,N/A,3,97%,3%,3.2,93%,7%
New York,Salamanca City School District,N/A,N/A,N/A,2.9,86%,14%,3.1,88%,12%
New York,Salem Central School District,24.5,35%,21.20%,3.3,100%,0%,3.4,100%,0%
New York,Salmon River Central School District,5,17%,1.00%,3,89%,11%,3.2,92%,8%
New York,Sandy Creek Central School District,N/A,N/A,N/A,3,91%,9%,3.3,94%,6%
New York,Saranac Central School District,16,25%,12.90%,3.1,93%,7%,3.3,96%,4%
New York,Saranac Lake Central School District,12.1,16%,10.80%,3.3,94%,6%,3.4,94%,6%
New York,Saratoga Springs City School District,38.6,46%,36.10%,3.4,99%,1%,3.7,99%,1%
New York,Saugerties Central School District,20.2,28%,17.60%,3,90%,10%,3.1,92%,8%
New York,Sauquoit Valley Central School District,29.8,37%,27.30%,3.3,93%,7%,3.5,100%,0%
New York,Sayville Union Free School District,42.8,48%,40.90%,3.4,99%,1%,3.7,98%,2%
New York,Scarsdale Union Free School District,51.1,53%,50.60%,3.6,99%,1%,3.8,99%,1%
New York,Schalmont Central School District,14.4,18%,13.10%,3.2,96%,4%,3.4,95%,5%
New York,Schenectady City School District,6.4,19%,2.10%,2.8,79%,21%,3,83%,17%
New York,Schenevus Central School District,N/A,N/A,N/A,3.3,96%,4%,3.5,100%,0%
New York,Schodack Central School District,25.2,42%,19.60%,3.2,96%,4%,3.6,98%,2%
New York,Schoharie Central School District,10.3,19%,7.40%,3,86%,14%,3.3,91%,9%
New York,Schroon Lake Central School District,N/A,N/A,N/A,3.5,100%,0%,3.6,100%,0%
New York,Schuylerville Central School District,21.9,32%,18.50%,3.3,98%,2%,3.5,97%,3%
New York,Scio Central School District,N/A,N/A,N/A,3,88%,12%,3.3,96%,4%
New York,Scotia-Glenville Central School District,27.5,32%,25.90%,3.3,98%,2%,3.6,98%,2%
New York,Seaford Union Free School District,36.6,40%,35.40%,3.4,98%,2%,3.6,100%,0%
New York,Seneca Falls Central School District,22.2,31%,19.40%,3.1,93%,7%,3.3,90%,10%
New York,Sewanhaka Central High School District,36.7,43%,34.60%,3.3,98%,2%,3.6,98%,2%
New York,Sharon Springs Central School District,N/A,N/A,N/A,2.9,86%,14%,3,85%,15%
New York,Shelter Island Union Free School District,31.7,67%,20.00%,3.3,100%,0%,3.6,100%,0%
New York,Shenendehowa Central School District,29.4,33%,28.10%,3.4,98%,2%,3.6,99%,1%
New York,Sherburne-Earlville Central School District,28.3,34%,26.50%,3.3,97%,3%,3.5,96%,4%
New York,Sherman Central School District,N/A,N/A,N/A,3.2,89%,11%,3.2,89%,11%
New York,Sherrill City School District,14.8,19%,13.50%,3.1,91%,9%,3.4,94%,6%
New York,Shoreham-Wading River Central School District,47.3,55%,44.80%,3.4,97%,3%,3.6,98%,2%
New York,Sidney Central School District,N/A,N/A,N/A,3,87%,13%,3.5,94%,6%
New York,Silver Creek Central School District,20.1,40%,13.40%,3.4,97%,3%,3.4,97%,3%
New York,Skaneateles Central School District,50.4,64%,45.80%,3.4,98%,2%,3.7,98%,2%
New York,Smithtown Central School District,44.2,55%,40.60%,3.5,98%,2%,3.7,99%,1%
New York,Sodus Central School District,N/A,N/A,N/A,3,93%,7%,3.3,95%,5%
New York,Solvay Union Free School District,8.2,13%,6.70%,3.2,95%,5%,3.4,97%,3%
New York,South Colonie Central School District,20.4,25%,19.00%,3.1,92%,8%,3.4,93%,7%
New York,South Country Central School District,18.3,27%,15.50%,3,89%,11%,3.2,91%,9%
New York,South Glens Falls Central School District,17.3,19%,16.60%,3.3,98%,2%,3.4,99%,1%
New York,South Huntington Union Free School District,42.3,49%,40.00%,3.3,95%,5%,3.5,97%,3%
New York,South Jefferson Central School District,13.5,18%,12.10%,3,93%,7%,3.4,96%,4%
New York,South Kortright Central School District,N/A,N/A,N/A,3.2,96%,4%,3.3,96%,4%
New York,South Lewis Central School District,N/A,N/A,N/A,3.2,93%,7%,3.5,95%,5%
New York,South Orangetown Central School District,48.6,62%,44.00%,3.3,96%,4%,3.7,100%,0%
New York,South Seneca Central School District,14.2,34%,7.70%,2.8,83%,17%,3.3,92%,8%
New York,Southampton Union Free School District,41.7,49%,39.10%,3.2,94%,6%,3.4,96%,4%
New York,Southern Cayuga Central School District,21,30%,17.90%,3.3,98%,2%,3.4,96%,4%
New York,Southold Union Free School District,37.9,58%,31.30%,3.3,98%,2%,3.6,98%,2%
New York,Southwestern Central School District At Jamestown,27.3,35%,24.50%,3.5,99%,1%,3.5,96%,4%
New York,Spackenkill Union Free School District,42.2,50%,39.60%,3.5,99%,1%,3.6,100%,0%
New York,Spencer-Van Etten Central School District,N/A,N/A,N/A,3,88%,12%,3.2,97%,3%
New York,Spencerport Central School District,36.7,49%,32.60%,3.3,97%,3%,3.5,98%,2%
New York,Springville-Griffith Institute Central School District,27.8,37%,24.70%,3.3,97%,3%,3.4,96%,4%
New York,Stamford Central School District,N/A,N/A,N/A,3.1,88%,12%,3.4,96%,4%
New York,Starpoint Central School District,24.2,34%,20.90%,3.3,98%,2%,3.4,97%,3%
New York,Stillwater Central School District,28.2,38%,25.00%,3.2,96%,4%,3.3,91%,9%
New York,Stockbridge Valley Central School District,N/A,N/A,N/A,3.2,100%,0%,3.6,100%,0%
New York,Sullivan West Central School District,15.4,21%,13.70%,3.3,97%,3%,3.5,98%,2%
New York,Susquehanna Valley Central School District,23.2,36%,19.00%,3.1,91%,9%,3.4,94%,6%
New York,Sweet Home Central School District,26.2,35%,23.30%,3.2,96%,4%,3.4,96%,4%
New York,Syosset Central School District,67.9,77%,64.80%,3.7,100%,0%,3.8,99%,1%
New York,Syracuse Academy Of Science Charter School,13,40%,4.20%,3,94%,6%,3.2,98%,2%
New York,Syracuse City School District,10.6,21%,7.20%,2.6,73%,27%,2.9,82%,18%
New York,Taconic Hills Central School District,18.1,31%,13.70%,3.2,95%,5%,3.2,94%,6%
New York,Tapestry Charter School,N/A,N/A,N/A,3,92%,8%,3.1,87%,13%
New York,Thousand Islands Central School District,24.6,38%,20.30%,3.3,99%,1%,3.6,100%,0%
New York,Three Village Central School District,45.8,52%,43.80%,3.5,98%,2%,3.7,99%,1%
New York,Ticonderoga Central School District,21.2,35%,16.50%,3.3,96%,4%,3.2,95%,5%
New York,Tioga Central School District,N/A,N/A,N/A,3.2,100%,0%,3.3,100%,0%
New York,Tonawanda City School District,19.7,24%,18.20%,3.1,93%,7%,3.4,95%,5%
New York,Town Of Webb Union Free School District,27.1,40%,22.90%,3.4,100%,0%,3.6,100%,0%
New York,Tri-Valley Central School District,N/A,N/A,N/A,3.2,90%,10%,3.2,89%,11%
New York,Troy City School District,6.9,10%,5.80%,3,89%,11%,3.2,93%,7%
New York,Trumansburg Central School District,35.6,46%,32.20%,3.1,92%,8%,3.4,94%,6%
New York,Tuckahoe Union Free School District,26.9,40%,22.60%,3.3,95%,5%,3.7,96%,4%
New York,Tully Central School District,14.8,20%,13.20%,3.3,99%,1%,3.7,99%,1%
New York,Tupper Lake Central School District,18.1,26%,15.40%,3.1,96%,4%,3.1,86%,14%
New York,Tuxedo Union Free School District,28.9,40%,25.20%,3.2,93%,7%,3.4,95%,5%
New York,Unadilla Valley Central School District,N/A,N/A,N/A,3.1,91%,9%,3.1,85%,15%
New York,Union Free School District Of The Tarrytowns,40.4,50%,37.30%,3.2,96%,4%,3.3,94%,6%
New York,Union Springs Central School District,12.3,26%,7.70%,3,93%,7%,3.4,95%,5%
New York,Union-Endicott Central School District,29.8,39%,26.90%,3.3,98%,2%,3.5,98%,2%
New York,Uniondale Union Free School District,12.2,16%,10.90%,3,90%,10%,3.3,95%,5%
New York,Utica City School District,10.8,26%,5.90%,2.8,83%,17%,3,88%,12%
New York,Valhalla Union Free School District,21.7,27%,19.80%,3.4,99%,1%,3.6,100%,0%
New York,Valley Central School District (Montgomery),19.2,25%,17.40%,3.2,94%,6%,3.4,97%,3%
New York,Valley Stream Central High School District,44.2,54%,41.00%,3.3,99%,1%,3.6,99%,1%
New York,Vestal Central School District,37.2,42%,35.50%,3.5,99%,1%,3.8,100%,0%
New York,Victor Central School District,46.1,58%,42.30%,3.4,99%,1%,3.7,99%,1%
New York,Voorheesville Central School District,51,66%,46.10%,3.5,99%,1%,3.6,98%,2%
New York,Wallkill Central School District,16.4,25%,13.40%,3.1,94%,6%,3.5,99%,1%
New York,Walton Central School District,N/A,N/A,N/A,3.1,90%,10%,3.2,89%,11%
New York,Wantagh Union Free School District,41.2,47%,39.20%,3.5,100%,0%,3.8,99%,1%
New York,Wappingers Central School District,23.6,28%,22.10%,3.1,93%,7%,3.4,96%,4%
New York,Warrensburg Central School District,13.9,17%,12.90%,3.4,98%,2%,3.5,100%,0%
New York,Warsaw Central School District,22.4,30%,19.80%,3.1,92%,8%,3.3,92%,8%
New York,Warwick Valley Central School District,30.3,36%,28.20%,3.3,96%,4%,3.6,98%,2%
New York,Washingtonville Central School District,21.3,28%,19.20%,3.2,94%,6%,3.4,97%,3%
New York,Waterford-Halfmoon Union Free School District,N/A,N/A,N/A,3.1,98%,2%,3.6,98%,2%
New York,Waterloo Central School District,17.1,20%,16.20%,3.1,94%,6%,3.1,96%,4%
New York,Watertown City School District,12.7,19%,10.60%,3,87%,13%,3.4,95%,5%
New York,Waterville Central School District,23.4,34%,19.70%,3.2,97%,3%,3.3,94%,6%
New York,Watervliet City School District,7.7,31%,0.00%,2.9,89%,11%,3.4,95%,5%
New York,Watkins Glen Central School District,14.6,15%,14.60%,3.1,93%,7%,3.5,96%,4%
New York,Waverly Central School District,9.3,15%,7.40%,3.1,89%,11%,3.5,95%,5%
New York,Wayland-Cohocton Central School District,14.3,22%,11.60%,3.1,92%,8%,3.3,90%,10%
New York,Wayne Central School District,22.6,34%,18.90%,3.3,97%,3%,3.6,99%,1%
New York,Webster Central School District,43.8,51%,41.50%,3.3,97%,3%,3.5,98%,2%
New York,Weedsport Central School District,N/A,N/A,N/A,3.2,93%,7%,3.5,99%,1%
New York,Wells Central School District,N/A,N/A,N/A,2.6,69%,31%,3.2,93%,7%
New York,Wellsville Central School District,12.9,13%,12.90%,3.1,88%,12%,3.3,92%,8%
New York,West Babylon Union Free School District,24.8,33%,21.90%,3.3,99%,1%,3.4,99%,1%
New York,West Canada Valley Central School District,N/A,N/A,N/A,3.1,95%,5%,3.2,96%,4%
New York,West Genesee Central School District,33,44%,29.20%,3.3,98%,2%,3.5,98%,2%
New York,West Hempstead Union Free School District,24.9,31%,22.70%,3.1,93%,7%,3.4,97%,3%
New York,West Irondequoit Central School District,40.4,53%,36.20%,3.3,97%,3%,3.6,98%,2%
New York,West Islip Union Free School District,25.4,29%,24.30%,3.4,98%,2%,3.6,98%,2%
New York,West Seneca Central School District,28.6,39%,25.30%,3.3,96%,4%,3.6,99%,1%
New York,West Valley Central School District,N/A,N/A,N/A,3.3,100%,0%,3.3,92%,8%
New York,Westbury Union Free School District,14.8,21%,12.80%,2.9,87%,13%,3,87%,13%
New York,Western New York Maritime Charter School,N/A,N/A,N/A,2.8,82%,18%,3.1,93%,7%
New York,Westfield Central School District,N/A,N/A,N/A,3.2,96%,4%,3.6,99%,1%
New York,Westhampton Beach Union Free School District,47.2,58%,43.50%,3.4,97%,3%,3.5,96%,4%
New York,Westhill Central School District,28.3,32%,27.10%,3.5,100%,0%,3.7,100%,0%
New York,Westmoreland Central School District,31.5,40%,28.60%,3.3,96%,4%,3.6,99%,1%
New York,Westport Central School District,33.3,48%,28.60%,3.1,100%,0%,3.6,100%,0%
New York,Wheatland-Chili Central School District,30.8,38%,28.60%,3.2,100%,0%,3.5,100%,0%
New York,White Plains City School District,34,39%,32.40%,3.2,93%,7%,3.4,97%,3%
New York,Whitehall Central School District,N/A,N/A,N/A,2.6,71%,29%,3.1,85%,15%
New York,Whitesboro Central School District,23.9,35%,20.40%,3.2,94%,6%,3.5,96%,4%
New York,Whitesville Central School District,N/A,N/A,N/A,3.3,96%,4%,3.3,88%,12%
New York,Whitney Point Central School District,16.6,20%,15.30%,3.2,96%,4%,3.3,93%,7%
New York,William Floyd Union Free School District,12.8,16%,11.60%,3,88%,12%,3.3,92%,8%
New York,Williamsburg Charter High School,21.7,56%,10.20%,2.9,91%,9%,3,91%,9%
New York,Williamson Central School District,24.1,34%,20.80%,3.4,94%,6%,3.4,94%,6%
New York,Williamsville Central School District,51,60%,48.00%,3.5,98%,2%,3.7,99%,1%
New York,Willsboro Central School District,N/A,N/A,N/A,3.2,96%,4%,3.7,96%,4%
New York,Wilson Central School District,N/A,N/A,N/A,3.2,97%,3%,3.4,97%,3%
New York,Windham-Ashland-Jewett Central School District,22,29%,19.50%,3.2,97%,3%,3.5,98%,2%
New York,Windsor Central School District,7.5,16%,4.60%,3.2,96%,4%,3.6,95%,5%
New York,Worcester Central School District,N/A,N/A,N/A,3.2,92%,8%,3.4,91%,9%
New York,Wyandanch Union Free School District,3.8,12%,1.20%,2.6,69%,31%,2.9,82%,18%
New York,Yonkers City School District,23.6,40%,18.10%,2.9,84%,16%,3,85%,15%
New York,York Central School District,18.6,31%,14.30%,3.1,94%,6%,3.4,94%,6%
New York,Yorkshire-Pioneer Central School District,13.8,21%,11.60%,3,92%,8%,3.3,93%,7%
New York,Yorktown Central School District,45.9,57%,42.10%,3.5,97%,3%,3.7,98%,2%
North Carolina,Alamance-Burlington Schools,15.7,22%,13.60%,2.8,73%,27%,2.9,74%,26%
North Carolina,Alexander County Schools,13,22%,10.10%,2.9,75%,25%,N/A,N/A,N/A
North Carolina,Alleghany County Schools,5.8,11%,4.00%,2.8,72%,28%,N/A,N/A,N/A
North Carolina,Anson County Schools,9.4,28%,3.30%,N/A,N/A,N/A,2.7,63%,37%
North Carolina,Ashe County Schools,19.8,24%,18.30%,3,75%,25%,3.2,87%,13%
North Carolina,Asheboro City Schools,22,36%,17.30%,3,74%,26%,3,75%,25%
North Carolina,Asheville City Schools,53.3,65%,49.50%,2.4,50%,50%,3.2,78%,22%
North Carolina,Avery County Schools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Beaufort County Schools,13.9,21%,11.50%,2.8,73%,27%,3,79%,21%
North Carolina,Bertie County Schools,8.9,19%,5.50%,2.4,52%,48%,N/A,N/A,N/A
North Carolina,Bladen County Schools,9.2,25%,4.00%,2.6,60%,40%,2.9,76%,24%
North Carolina,Brunswick County Schools,13.1,18%,11.40%,2.8,72%,28%,N/A,N/A,N/A
North Carolina,Buncombe County Schools,29.1,37%,26.50%,2.8,71%,29%,3,77%,23%
North Carolina,Burke County Schools,17,27%,13.80%,2.6,55%,45%,2.6,57%,43%
North Carolina,Cabarrus County Schools,25.8,36%,22.30%,3,76%,24%,3.1,81%,19%
North Carolina,Caldwell County Schools,11.4,16%,9.80%,2.8,74%,26%,3.1,82%,18%
North Carolina,Camden County Schools,12.9,17%,11.60%,3,83%,17%,N/A,N/A,N/A
North Carolina,Cape Lookout Marine Sci High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Carteret County Public Schools,24.4,32%,21.90%,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Caswell County Schools,13.2,25%,9.40%,2.5,55%,45%,N/A,N/A,N/A
North Carolina,Catawba County Schools,19.3,29%,16.20%,2.7,69%,31%,2.9,78%,22%
North Carolina,Chapel Hill-Carrboro Schools,70.7,82%,67.00%,2.4,52%,48%,N/A,N/A,N/A
North Carolina,Charlotte-Mecklenburg Schools,24,34%,20.70%,2.7,67%,33%,2.9,74%,26%
North Carolina,Chatham County Schools,28.3,44%,23.20%,2.7,69%,31%,2.8,70%,30%
North Carolina,Cherokee County Schools,14.1,25%,10.50%,2.7,64%,36%,N/A,N/A,N/A
North Carolina,Clay County Schools,N/A,N/A,N/A,3.2,85%,15%,3.2,87%,13%
North Carolina,Cleveland County Schools,23.1,37%,18.50%,3,78%,22%,2.9,75%,25%
North Carolina,Clinton City Schools,12.4,28%,7.20%,3,78%,22%,N/A,N/A,N/A
North Carolina,Clover Garden,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Columbus County Schools,4.6,17%,0.60%,2.9,82%,18%,2.9,83%,17%
North Carolina,Community Partners Charter Hs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Craven County Schools,7.6,11%,6.40%,2.9,75%,25%,3.1,86%,14%
North Carolina,Crossroads Charter High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,Cumberland County Schools,14.5,29%,9.80%,2.8,71%,29%,2.9,78%,22%
